hgGenes	mmGenes
CDRT4	Cdrt4
TRIM16	Trim16
ADORA2B	Adora2b
ZSWIM7	Zswim7
TTC19	Ttc19
NCOR1	Ncor1
PIGL	Pigl
CENPV	Cenpv
UBB	Ubb
TRPV2	Trpv2
TNFRSF13B	Tnfrsf13b
MPRIP	Mprip
PLD6	Pld6
FLCN	Flcn
COPS3	Cops3
NT5M	Nt5m
MED9	Med9
RASD1	Rasd1
PEMT	Pemt
RAI1	Rai1
SREBF1	Srebf1
TOM1L2	Tom1l2
ATPAF2	Atpaf2
GID4	Gid4
DRG2	Drg2
ALKBH5	Alkbh5
LLGL1	Llgl1
FLII	Flii
MIEF2	Mief2
TOP3A	Top3a
SMCR8	Smcr8
SHMT1	Shmt1
CCDC144B	Ccdc144b
FBXW10	Fbxw10
TVP23B	Tvp23b
PRPSAP2	Prpsap2
SLC5A10	Slc5a10
FAM83G	Fam83g
GRAP	Grap
EPN2	Epn2
B9D1	B9d1
MAPK7	Mapk7
MFAP4	Mfap4
RNF112	Rnf112
SLC47A1	Slc47a1
ALDH3A2	Aldh3a2
SLC47A2	Slc47a2
ALDH3A1	Aldh3a1
ULK2	Ulk2
AKAP10	Akap10
SPECC1	Specc1
USP22	Usp22
DHRS7B	Dhrs7b
TMEM11	Tmem11
MAP2K3	Map2k3
KCNJ12	Kcnj12
WSB1	Wsb1
KSR1	Ksr1
LGALS9	Lgals9
NOS2	Nos2
LYRM9	Lyrm9
NLK	Nlk
TMEM97	Tmem97
IFT20	Ift20
TNFAIP1	Tnfaip1
POLDIP2	Poldip2
TMEM199	Tmem199
VTN	Vtn
SARM1	Sarm1
SLC46A1	Slc46a1
SLC13A2	Slc13a2
FOXN1	Foxn1
UNC119	Unc119
PIGS	Pigs
ALDOC	Aldoc
SPAG5	Spag5
SDF2	Sdf2
PROCA1	Proca1
RAB34	Rab34
RPL23A	Rpl23a
SNORD42B	Snord42b
SNORD4A	Snord4a
SNORD42A	Snord42a
TLCD1	Tlcd1
NEK8	Nek8
TRAF4	Traf4
FAM222B	Fam222b
ERAL1	Eral1
MIR451B	Mir451b
FLOT2	Flot2
DHRS13	Dhrs13
PHF12	Phf12
PIPOX	Pipox
SEZ6	Sez6
MYO18A	Myo18a
CRYBA1	Cryba1
NUFIP2	Nufip2
TAOK1	Taok1
ABHD15	Abhd15
GIT1	Git1
ANKRD13B	Ankrd13b
CORO6	Coro6
SSH2	Ssh2
EFCAB5	Efcab5
NSRP1	Nsrp1
MIR423	Mir423
SLC6A4	Slc6a4
BLMH	Blmh
TMIGD1	Tmigd1
CPD	Cpd
GOSR1	Gosr1
CRLF3	Crlf3
ATAD5	Atad5
TEFM	Tefm
ADAP2	Adap2
RNF135	Rnf135
NF1	Nf1
OMG	Omg
EVI2B	Evi2b
EVI2A	Evi2a
RAB11FIP4	Rab11fip4
MIR193A	Mir193a
COPRS	Coprs
UTP6	Utp6
SUZ12	Suz12
RHOT1	Rhot1
RHBDL3	Rhbdl3
PSMD11	Psmd11
CDK5R1	Cdk5r1
MYO1D	Myo1d
TMEM98	Tmem98
SPACA3	Spaca3
ASIC2	Asic2
CCL2	Ccl2
CCL7	Ccl7
CCL11	Ccl11
CCL8	Ccl8
CCL1	Ccl1
TMEM132E	Tmem132e
CCT6B	Cct6b
LIG3	Lig3
RFFL	Rffl
RAD51D	Rad51d
FNDC8	Fndc8
NLE1	Nle1
UNC45B	Unc45b
SLC35G3	Slc35g3
SLFN5	Slfn5
SLFN14	Slfn14
SNORD7	Snord7
PEX12	Pex12
AP2B1	Ap2b1
RASL10B	Rasl10b
GAS2L2	Gas2l2
MMP28	Mmp28
TAF15	Taf15
CCL5	Ccl5
RDM1	Rdm1
LYZL6	Lyzl6
CCL3	Ccl3
CCL4	Ccl4
ZNHIT3	Znhit3
MYO19	Myo19
PIGW	Pigw
GGNBP2	Ggnbp2
DHRS11	Dhrs11
MRM1	Mrm1
LHX1	Lhx1
AATF	Aatf
ACACA	Acaca
TADA2A	Tada2a
DUSP14	Dusp14
SYNRG	Synrg
DDX52	Ddx52
HNF1B	Hnf1b
MRPL45	Mrpl45
GPR179	Gpr179
SOCS7	Socs7
ARHGAP23	Arhgap23
SRCIN1	Srcin1
MLLT6	Mllt6
CISD3	Cisd3
PCGF2	Pcgf2
PSMB3	Psmb3
PIP4K2B	Pip4k2b
CWC25	Cwc25
RPL23	Rpl23
SNORA21	Snora21
LASP1	Lasp1
FBXO47	Fbxo47
PLXDC1	Plxdc1
ARL5C	Arl5c
CACNB1	Cacnb1
RPL19	Rpl19
STAC2	Stac2
FBXL20	Fbxl20
MED1	Med1
CDK12	Cdk12
NEUROD2	Neurod2
PPP1R1B	Ppp1r1b
STARD3	Stard3
TCAP	Tcap
PNMT	Pnmt
PGAP3	Pgap3
ERBB2	Erbb2
MIEN1	Mien1
GRB7	Grb7
IKZF3	Ikzf3
ZPBP2	Zpbp2
ORMDL3	Ormdl3
LRRC3C	Lrrc3c
GSDMA	Gsdma
PSMD3	Psmd3
CSF3	Csf3
MED24	Med24
THRA	Thra
NR1D1	Nr1d1
MSL1	Msl1
CASC3	Casc3
RAPGEFL1	Rapgefl1
WIPF2	Wipf2
CDC6	Cdc6
RARA	Rara
GJD3	Gjd3
TOP2A	Top2a
IGFBP4	Igfbp4
TNS4	Tns4
CCR7	Ccr7
SMARCE1	Smarce1
KRT222	Krt222
KRT24	Krt24
KRT25	Krt25
KRT26	Krt26
KRT27	Krt27
KRT28	Krt28
KRT10	Krt10
KRT12	Krt12
KRT20	Krt20
KRT23	Krt23
KRT39	Krt39
KRT40	Krt40
KRTAP3-3	Krtap3-3
KRTAP3-2	Krtap3-2
KRTAP3-1	Krtap3-1
KRTAP1-5	Krtap1-5
KRTAP1-4	Krtap1-4
KRTAP1-3	Krtap1-3
KRTAP2-4	Krtap2-4
KRTAP4-7	Krtap4-7
KRTAP4-8	Krtap4-8
KRTAP4-9	Krtap4-9
KRTAP4-6	Krtap4-6
KRTAP4-2	Krtap4-2
KRTAP4-1	Krtap4-1
KRTAP9-1	Krtap9-1
KRTAP9-3	Krtap9-3
KRTAP29-1	Krtap29-1
KRTAP16-1	Krtap16-1
KRTAP17-1	Krtap17-1
KRT33A	Krt33a
KRT33B	Krt33b
KRT34	Krt34
KRT31	Krt31
KRT32	Krt32
KRT35	Krt35
KRT36	Krt36
KRT13	Krt13
KRT15	Krt15
KRT19	Krt19
KRT9	Krt9
KRT14	Krt14
KRT16	Krt16
KRT17	Krt17
JUP	Jup
EIF1	Eif1
GAST	Gast
HAP1	Hap1
FKBP10	Fkbp10
NT5C3B	Nt5c3b
KLHL10	Klhl10
KLHL11	Klhl11
ACLY	Acly
TTC25	Ttc25
CNP	Cnp
DNAJC7	Dnajc7
NKIRAS2	Nkiras2
DHX58	Dhx58
KAT2A	Kat2a
HSPB9	Hspb9
RAB5C	Rab5c
KCNH4	Kcnh4
HCRT	Hcrt
GHDC	Ghdc
STAT5B	Stat5b
STAT5A	Stat5a
STAT3	Stat3
ATP6V0A1	Atp6v0a1
NAGLU	Naglu
HSD17B1	Hsd17b1
COASY	Coasy
MLX	Mlx
PSMC3IP	Psmc3ip
TUBG1	Tubg1
TUBG2	Tubg2
PLEKHH3	Plekhh3
CCR10	Ccr10
CNTNAP1	Cntnap1
EZH1	Ezh1
RAMP2	Ramp2
VPS25	Vps25
WNK4	Wnk4
COA3	Coa3
CNTD1	Cntd1
BECN1	Becn1
PSME3	Psme3
AOC2	Aoc2
AOC3	Aoc3
G6PC	G6pc
AARSD1	Aarsd1
PTGES3L	Ptges3l
RUNDC1	Rundc1
RPL27	Rpl27
IFI35	Ifi35
VAT1	Vat1
RND2	Rnd2
BRCA1	Brca1
NBR1	Nbr1
TMEM106A	Tmem106a
ARL4D	Arl4d
DHX8	Dhx8
ETV4	Etv4
MEOX1	Meox1
SOST	Sost
DUSP3	Dusp3
MPP3	Mpp3
CD300LG	Cd300lg
MPP2	Mpp2
PPY	Ppy
PYY	Pyy
NAGS	Nags
TMEM101	Tmem101
LSM12	Lsm12
G6PC3	G6pc3
HDAC5	Hdac5
ASB16	Asb16
TMUB2	Tmub2
ATXN7L3	Atxn7l3
UBTF	Ubtf
SLC4A1	Slc4a1
RUNDC3A	Rundc3a
SLC25A39	Slc25a39
GRN	Grn
FAM171A2	Fam171a2
ITGA2B	Itga2b
GPATCH8	Gpatch8
FZD2	Fzd2
CCDC43	Ccdc43
ADAM11	Adam11
GJC1	Gjc1
HIGD1B	Higd1b
EFTUD2	Eftud2
CCDC103	Ccdc103
FAM187A	Fam187a
GFAP	Gfap
KIF18B	Kif18b
C1QL1	C1ql1
DCAKD	Dcakd
NMT1	Nmt1
PLCD3	Plcd3
ACBD4	Acbd4
HEXIM1	Hexim1
HEXIM2	Hexim2
FMNL1	Fmnl1
SPATA32	Spata32
MAP3K14	Map3k14
ARHGAP27	Arhgap27
PLEKHM1	Plekhm1
CRHR1	Crhr1
SPPL2C	Sppl2c
MAPT	Mapt
KANSL1	Kansl1
LRRC37A	Lrrc37a
NSF	Nsf
WNT3	Wnt3
WNT9B	Wnt9b
GOSR2	Gosr2
RPRML	Rprml
CDC27	Cdc27
MYL4	Myl4
ITGB3	Itgb3
NPEPPS	Npepps
KPNB1	Kpnb1
TBKBP1	Tbkbp1
TBX21	Tbx21
OSBPL7	Osbpl7
MRPL10	Mrpl10
LRRC46	Lrrc46
SCRN2	Scrn2
SP6	Sp6
SP2	Sp2
PNPO	Pnpo
PRR15L	Prr15l
CDK5RAP3	Cdk5rap3
COPZ2	Copz2
MIR152	Mir152
NFE2L1	Nfe2l1
CBX1	Cbx1
SNX11	Snx11
SKAP1	Skap1
HOXB1	Hoxb1
HOXB2	Hoxb2
HOXB3	Hoxb3
HOXB4	Hoxb4
MIR10A	Mir10a
HOXB5	Hoxb5
HOXB6	Hoxb6
HOXB7	Hoxb7
HOXB8	Hoxb8
HOXB9	Hoxb9
HOXB13	Hoxb13
TTLL6	Ttll6
CALCOCO2	Calcoco2
ATP5G1	Atp5g1
UBE2Z	Ube2z
SNF8	Snf8
GIP	Gip
IGF2BP1	Igf2bp1
B4GALNT2	B4galnt2
GNGT2	Gngt2
ABI3	Abi3
PHOSPHO1	Phospho1
PHB	Phb
NGFR	Ngfr
NXPH3	Nxph3
SPOP	Spop
SLC35B1	Slc35b1
FAM117A	Fam117a
KAT7	Kat7
TAC4	Tac4
DLX4	Dlx4
DLX3	Dlx3
ITGA3	Itga3
PDK2	Pdk2
SAMD14	Samd14
PPP1R9B	Ppp1r9b
SGCA	Sgca
HILS1	Hils1
COL1A1	Col1a1
TMEM92	Tmem92
XYLT2	Xylt2
MRPL27	Mrpl27
EME1	Eme1
LRRC59	Lrrc59
ACSF2	Acsf2
CHAD	Chad
RSAD1	Rsad1
MYCBPAP	Mycbpap
EPN3	Epn3
SPATA20	Spata20
CACNA1G	Cacna1g
ABCC3	Abcc3
ANKRD40	Ankrd40
LUC7L3	Luc7l3
WFIKKN2	Wfikkn2
TOB1	Tob1
SPAG9	Spag9
NME1	Nme1
NME2	Nme2
MBTD1	Mbtd1
UTP18	Utp18
KIF2B	Kif2b
TOM1L1	Tom1l1
COX11	Cox11
STXBP4	Stxbp4
HLF	Hlf
MMD	Mmd
TMEM100	Tmem100
PCTP	Pctp
ANKFN1	Ankfn1
NOG	Nog
DGKE	Dgke
TRIM25	Trim25
COIL	Coil
SCPEP1	Scpep1
AKAP1	Akap1
MSI2	Msi2
CCDC182	Ccdc182
MRPS23	Mrps23
CUEDC1	Cuedc1
VEZF1	Vezf1
SRSF1	Srsf1
DYNLL2	Dynll2
EPX	Epx
MKS1	Mks1
LPO	Lpo
MPO	Mpo
MIR142	Mir142
RNF43	Rnf43
HSF5	Hsf5
MTMR4	Mtmr4
SEPT4	Sept4
TEX14	Tex14
RAD51C	Rad51c
PPM1E	Ppm1e
TRIM37	Trim37
SKA2	Ska2
PRR11	Prr11
SMG8	Smg8
GDPD1	Gdpd1
YPEL2	Ypel2
DHX40	Dhx40
CLTC	Cltc
PTRH2	Ptrh2
VMP1	Vmp1
TUBD1	Tubd1
RPS6KB1	Rps6kb1
RNFT1	Rnft1
HEATR6	Heatr6
USP32	Usp32
APPBP2	Appbp2
PPM1D	Ppm1d
BCAS3	Bcas3
TBX2	Tbx2
TBX4	Tbx4
BRIP1	Brip1
INTS2	Ints2
MED13	Med13
EFCAB3	Efcab3
TLK2	Tlk2
MRC2	Mrc2
MARCH10	March10
TANC2	Tanc2
CYB561	Cyb561
ACE	Ace
KCNH6	Kcnh6
DCAF7	Dcaf7
TACO1	Taco1
MAP3K3	Map3k3
LIMD2	Limd2
STRADA	Strada
CCDC47	Ccdc47
DDX42	Ddx42
FTSJ3	Ftsj3
PSMC5	Psmc5
SMARCD2	Smarcd2
CD79B	Cd79b
SCN4A	Scn4a
ICAM2	Icam2
ERN1	Ern1
SNORD104	Snord104
TEX2	Tex2
MILR1	Milr1
POLG2	Polg2
DDX5	Ddx5
MIR3064	Mir3064
CEP95	Cep95
SMURF2	Smurf2
GNA13	Gna13
RGS9	Rgs9
AXIN2	Axin2
CEP112	Cep112
APOH	Apoh
PRKCA	Prkca
CACNG5	Cacng5
CACNG4	Cacng4
CACNG1	Cacng1
HELZ	Helz
PSMD12	Psmd12
PITPNC1	Pitpnc1
NOL11	Nol11
BPTF	Bptf
KPNA2	Kpna2
AMZ2	Amz2
ARSG	Arsg
SLC16A6	Slc16a6
WIPI1	Wipi1
PRKAR1A	Prkar1a
FAM20A	Fam20a
ABCA9	Abca9
ABCA6	Abca6
ABCA5	Abca5
MAP2K6	Map2k6
KCNJ16	Kcnj16
KCNJ2	Kcnj2
SOX9	Sox9
SLC39A11	Slc39a11
SSTR2	Sstr2
COG1	Cog1
FAM104A	Fam104a
CPSF4L	Cpsf4l
CDC42EP4	Cdc42ep4
SDK2	Sdk2
RPL38	Rpl38
TTYH2	Ttyh2
BTBD17	Btbd17
GPR142	Gpr142
GPRC5C	Gprc5c
CD300A	Cd300a
CD300LB	Cd300lb
CD300C	Cd300c
CD300LD	Cd300ld
CD300E	Cd300e
RAB37	Rab37
CD300LF	Cd300lf
SLC9A3R1	Slc9a3r1
NAT9	Nat9
TMEM104	Tmem104
GRIN2C	Grin2c
FDXR	Fdxr
FADS6	Fads6
USH1G	Ush1g
OTOP2	Otop2
OTOP3	Otop3
HID1	Hid1
CDR2L	Cdr2l
KCTD2	Kctd2
ATP5H	Atp5h
SLC16A5	Slc16a5
ARMC7	Armc7
NT5C	Nt5c
SUMO2	Sumo2
NUP85	Nup85
GGA3	Gga3
MRPS7	Mrps7
MIF4GD	Mif4gd
SLC25A19	Slc25a19
GRB2	Grb2
CASKIN2	Caskin2
TSEN54	Tsen54
LLGL2	Llgl2
MYO15B	Myo15b
RECQL5	Recql5
SMIM5	Smim5
SMIM6	Smim6
SAP30BP	Sap30bp
ITGB4	Itgb4
GALK1	Galk1
H3F3B	H3f3b
UNK	Unk
UNC13D	Unc13d
WBP2	Wbp2
TRIM47	Trim47
TRIM65	Trim65
MRPL38	Mrpl38
FBF1	Fbf1
ACOX1	Acox1
TEN1	Ten1
EVPL	Evpl
SRP68	Srp68
GALR2	Galr2
EXOC7	Exoc7
FOXJ1	Foxj1
RNF157	Rnf157
UBALD2	Ubald2
QRICH2	Qrich2
PRPSAP1	Prpsap1
SPHK1	Sphk1
UBE2O	Ube2o
AANAT	Aanat
RHBDF2	Rhbdf2
CYGB	Cygb
PRCD	Prcd
SNORD1B	Snord1b
ST6GALNAC2	St6galnac2
ST6GALNAC1	St6galnac1
MXRA7	Mxra7
JMJD6	Jmjd6
METTL23	Mettl23
SRSF2	Srsf2
MFSD11	Mfsd11
MGAT5B	Mgat5b
SEC14L1	Sec14l1
SEPT9	Sept9
TNRC6C	Tnrc6c
TMC6	Tmc6
TMC8	Tmc8
SYNGR2	Syngr2
TK1	Tk1
AFMID	Afmid
BIRC5	Birc5
TMEM235	Tmem235
SOCS3	Socs3
PGS1	Pgs1
DNAH17	Dnah17
CYTH1	Cyth1
USP36	Usp36
TIMP2	Timp2
LGALS3BP	Lgals3bp
CANT1	Cant1
C1QTNF1	C1qtnf1
ENGASE	Engase
RBFOX3	Rbfox3
ENPP7	Enpp7
CBX2	Cbx2
CBX8	Cbx8
CBX4	Cbx4
TBC1D16	Tbc1d16
CCDC40	Ccdc40
GAA	Gaa
EIF4A3	Eif4a3
CARD14	Card14
SGSH	Sgsh
SLC26A11	Slc26a11
RNF213	Rnf213
ENDOV	Endov
NPTX1	Nptx1
RPTOR	Rptor
CHMP6	Chmp6
BAIAP2	Baiap2
AATK	Aatk
MIR338	Mir338
SLC38A10	Slc38a10
ACTG1	Actg1
FSCN2	Fscn2
NPLOC4	Nploc4
TSPAN10	Tspan10
PDE6G	Pde6g
OXLD1	Oxld1
CCDC137	Ccdc137
ARL16	Arl16
HGS	Hgs
MRPL12	Mrpl12
SLC25A10	Slc25a10
GCGR	Gcgr
PPP1R27	Ppp1r27
P4HB	P4hb
ARHGDIA	Arhgdia
ALYREF	Alyref
ANAPC11	Anapc11
NPB	Npb
PCYT2	Pcyt2
SIRT7	Sirt7
MAFG	Mafg
PYCR1	Pycr1
MYADML2	Myadml2
NOTUM	Notum
ASPSCR1	Aspscr1
LRRC45	Lrrc45
RAC3	Rac3
DCXR	Dcxr
RFNG	Rfng
GPS1	Gps1
DUS1L	Dus1l
FASN	Fasn
CCDC57	Ccdc57
SLC16A3	Slc16a3
CSNK1D	Csnk1d
CD7	Cd7
UTS2R	Uts2r
OGFOD3	Ogfod3
HEXDC	Hexdc
NARF	Narf
FOXK2	Foxk2
WDR45B	Wdr45b
RAB40B	Rab40b
FN3KRP	Fn3krp
FN3K	Fn3k
TBCD	Tbcd
B3GNTL1	B3gntl1
METRNL	Metrnl
USP14	Usp14
THOC1	Thoc1
COLEC12	Colec12
CETN1	Cetn1
TYMS	Tyms
YES1	Yes1
ADCYAP1	Adcyap1
METTL4	Mettl4
NDC80	Ndc80
SMCHD1	Smchd1
EMILIN2	Emilin2
LPIN2	Lpin2
MYOM1	Myom1
MYL12A	Myl12a
MYL12B	Myl12b
TGIF1	Tgif1
DLGAP1	Dlgap1
ZBTB14	Zbtb14
EPB41L3	Epb41l3
TMEM200C	Tmem200c
L3MBTL4	L3mbtl4
ARHGAP28	Arhgap28
LAMA1	Lama1
LRRC30	Lrrc30
PTPRM	Ptprm
RAB12	Rab12
NDUFV2	Ndufv2
ANKRD12	Ankrd12
TWSG1	Twsg1
RALBP1	Ralbp1
PPP4R1	Ppp4r1
RAB31	Rab31
TXNDC2	Txndc2
VAPA	Vapa
APCDD1	Apcdd1
NAPG	Napg
PIEZO2	Piezo2
GNAL	Gnal
CHMP1B	Chmp1b
MPPE1	Mppe1
IMPA2	Impa2
CIDEA	Cidea
TUBB6	Tubb6
AFG3L2	Afg3l2
SPIRE1	Spire1
PSMG2	Psmg2
CEP76	Cep76
PTPN2	Ptpn2
SEH1L	Seh1l
CEP192	Cep192
LDLRAD4	Ldlrad4
FAM210A	Fam210a
RNMT	Rnmt
MC5R	Mc5r
MC2R	Mc2r
ROCK1	Rock1
GREB1L	Greb1l
SNORD23	Snord23
ESCO1	Esco1
SNRPD1	Snrpd1
ABHD3	Abhd3
MIB1	Mib1
GATA6	Gata6
RBBP8	Rbbp8
CABLES1	Cables1
TMEM241	Tmem241
RIOK3	Riok3
NPC1	Npc1
ANKRD29	Ankrd29
LAMA3	Lama3
TTC39C	Ttc39c
CABYR	Cabyr
OSBPL1A	Osbpl1a
IMPACT	Impact
HRH4	Hrh4
SS18	Ss18
PSMA8	Psma8
TAF4B	Taf4b
KCTD1	Kctd1
AQP4	Aqp4
CHST9	Chst9
CDH2	Cdh2
DSC3	Dsc3
DSC2	Dsc2
DSC1	Dsc1
DSG4	Dsg4
DSG3	Dsg3
DSG2	Dsg2
TTR	Ttr
B4GALT6	B4galt6
TRAPPC8	Trappc8
RNF125	Rnf125
RNF138	Rnf138
MEP1B	Mep1b
KLHL14	Klhl14
CCDC178	Ccdc178
ASXL3	Asxl3
NOL4	Nol4
DTNA	Dtna
MAPRE2	Mapre2
ZSCAN30	Zscan30
INO80C	Ino80c
GALNT1	Galnt1
MIR187	Mir187
RPRD1A	Rprd1a
SLC39A6	Slc39a6
ELP2	Elp2
MOCOS	Mocos
FHOD3	Fhod3
TPGS2	Tpgs2
CELF4	Celf4
PIK3C3	Pik3c3
RIT2	Rit2
SYT4	Syt4
SETBP1	Setbp1
SLC14A2	Slc14a2
SLC14A1	Slc14a1
SIGLEC15	Siglec15
EPG5	Epg5
PSTPIP2	Pstpip2
ATP5A1	Atp5a1
HAUS1	Haus1
RNF165	Rnf165
LOXHD1	Loxhd1
ST8SIA5	St8sia5
PIAS2	Pias2
KATNAL2	Katnal2
HDHD2	Hdhd2
IER3IP1	Ier3ip1
SKOR2	Skor2
SMAD2	Smad2
ZBTB7C	Zbtb7c
CTIF	Ctif
SMAD7	Smad7
DYM	Dym
RPL17	Rpl17
SNORD58B	Snord58b
LIPG	Lipg
ACAA2	Acaa2
MYO5B	Myo5b
MBD1	Mbd1
CXXC1	Cxxc1
SKA1	Ska1
MAPK4	Mapk4
MRO	Mro
ME2	Me2
ELAC1	Elac1
SMAD4	Smad4
MEX3C	Mex3c
DCC	Dcc
MBD2	Mbd2
POLI	Poli
STARD6	Stard6
DYNAP	Dynap
RAB27B	Rab27b
CCDC68	Ccdc68
TCF4	Tcf4
TXNL1	Txnl1
WDR7	Wdr7
ST8SIA3	St8sia3
ONECUT2	Onecut2
FECH	Fech
NARS	Nars
ATP8B1	Atp8b1
NEDD4L	Nedd4l
MIR122	Mir122
ALPK2	Alpk2
MALT1	Malt1
SEC11C	Sec11c
GRP	Grp
RAX	Rax
CPLX4	Cplx4
LMAN1	Lman1
CCBE1	Ccbe1
PMAIP1	Pmaip1
MC4R	Mc4r
CDH20	Cdh20
RNF152	Rnf152
PIGN	Pign
TNFRSF11A	Tnfrsf11a
ZCCHC2	Zcchc2
PHLPP1	Phlpp1
BCL2	Bcl2
KDSR	Kdsr
VPS4B	Vps4b
SERPINB5	Serpinb5
SERPINB12	Serpinb12
SERPINB13	Serpinb13
SERPINB11	Serpinb11
SERPINB7	Serpinb7
SERPINB2	Serpinb2
SERPINB10	Serpinb10
SERPINB8	Serpinb8
CDH7	Cdh7
CDH19	Cdh19
DSEL	Dsel
TMX3	Tmx3
DOK6	Dok6
CD226	Cd226
RTTN	Rttn
SOCS6	Socs6
CBLN2	Cbln2
NETO1	Neto1
FBXO15	Fbxo15
TIMM21	Timm21
CYB5A	Cyb5a
FAM69C	Fam69c
CNDP2	Cndp2
CNDP1	Cndp1
ZADH2	Zadh2
TSHZ1	Tshz1
MBP	Mbp
GALR1	Galr1
SALL3	Sall3
ATP9B	Atp9b
NFATC1	Nfatc1
CTDP1	Ctdp1
KCNG2	Kcng2
PQLC1	Pqlc1
HSBP1L1	Hsbp1l1
TXNL4A	Txnl4a
RBFA	Rbfa
ADNP2	Adnp2
PARD6G	Pard6g
ZCCHC3	Zcchc3
SOX12	Sox12
NRSN2	Nrsn2
TRIB3	Trib3
RBCK1	Rbck1
TBC1D20	Tbc1d20
CSNK2A1	Csnk2a1
TCF15	Tcf15
SRXN1	Srxn1
SCRT2	Scrt2
SLC52A3	Slc52a3
FAM110A	Fam110a
ANGPT4	Angpt4
RSPO4	Rspo4
PSMF1	Psmf1
TMEM74B	Tmem74b
SNPH	Snph
SDCBP2	Sdcbp2
FKBP1A	Fkbp1a
NSFL1C	Nsfl1c
SIRPA	Sirpa
PDYN	Pdyn
STK35	Stk35
TGM3	Tgm3
TGM6	Tgm6
SNRPB	Snrpb
TMC2	Tmc2
NOP56	Nop56
SNORD110	Snord110
SNORD57	Snord57
IDH3B	Idh3b
EBF4	Ebf4
CPXM1	Cpxm1
TMEM239	Tmem239
PCED1A	Pced1a
VPS16	Vps16
PTPRA	Ptpra
MRPS26	Mrps26
OXT	Oxt
AVP	Avp
UBOX5	Ubox5
FASTKD5	Fastkd5
LZTS3	Lzts3
DDRGK1	Ddrgk1
ITPA	Itpa
SLC4A11	Slc4a11
ATRN	Atrn
GFRA4	Gfra4
ADAM33	Adam33
SIGLEC1	Siglec1
HSPA12B	Hspa12b
SPEF1	Spef1
CENPB	Cenpb
CDC25B	Cdc25b
AP5S1	Ap5s1
MAVS	Mavs
PANK2	Pank2
RNF24	Rnf24
SMOX	Smox
ADRA1D	Adra1d
PRNP	Prnp
PRND	Prnd
RASSF2	Rassf2
SLC23A2	Slc23a2
TMEM230	Tmem230
PCNA	Pcna
CDS2	Cds2
PROKR2	Prokr2
GPCPD1	Gpcpd1
CHGB	Chgb
TRMT6	Trmt6
MCM8	Mcm8
CRLS1	Crls1
LRRN4	Lrrn4
FERMT1	Fermt1
BMP2	Bmp2
HAO1	Hao1
TMX4	Tmx4
PLCB1	Plcb1
PLCB4	Plcb4
LAMP5	Lamp5
PAK7	Pak7
ANKEF1	Ankef1
SNAP25	Snap25
MKKS	Mkks
SLX4IP	Slx4ip
JAG1	Jag1
BTBD3	Btbd3
SPTLC3	Sptlc3
ISM1	Ism1
TASP1	Tasp1
ESF1	Esf1
NDUFAF5	Ndufaf5
SEL1L2	Sel1l2
MACROD2	Macrod2
FLRT3	Flrt3
KIF16B	Kif16b
SNRPB2	Snrpb2
OTOR	Otor
PCSK2	Pcsk2
BFSP1	Bfsp1
DSTN	Dstn
RRBP1	Rrbp1
BANF2	Banf2
SNX5	Snx5
OVOL2	Ovol2
SNORD17	Snord17
MGME1	Mgme1
PET117	Pet117
DZANK1	Dzank1
POLR3F	Polr3f
RBBP9	Rbbp9
SEC23B	Sec23b
DTD1	Dtd1
SCP2D1	Scp2d1
SLC24A3	Slc24a3
RIN2	Rin2
NAA20	Naa20
CRNKL1	Crnkl1
INSM1	Insm1
RALGAPA2	Ralgapa2
XRN2	Xrn2
NKX2-4	Nkx2-4
NKX2-2	Nkx2-2
PAX1	Pax1
FOXA2	Foxa2
SSTR4	Sstr4
THBD	Thbd
CD93	Cd93
NXT1	Nxt1
GZF1	Gzf1
NAPB	Napb
CSTL1	Cstl1
CST11	Cst11
CST8	Cst8
CST9	Cst9
CST3	Cst3
SYNDIG1	Syndig1
CST7	Cst7
APMAP	Apmap
ACSS1	Acss1
VSX1	Vsx1
ENTPD6	Entpd6
PYGB	Pygb
ABHD12	Abhd12
GINS1	Gins1
NINL	Ninl
NANP	Nanp
REM1	Rem1
ID1	Id1
COX4I2	Cox4i2
BCL2L1	Bcl2l1
TPX2	Tpx2
MYLK2	Mylk2
FOXS1	Foxs1
DUSP15	Dusp15
TTLL9	Ttll9
PDRG1	Pdrg1
XKR7	Xkr7
CCM2L	Ccm2l
HCK	Hck
TM9SF4	Tm9sf4
PLAGL2	Plagl2
POFUT1	Pofut1
KIF3B	Kif3b
ASXL1	Asxl1
COMMD7	Commd7
DNMT3B	Dnmt3b
MAPRE1	Mapre1
EFCAB8	Efcab8
SUN5	Sun5
BPIFB2	Bpifb2
BPIFB6	Bpifb6
BPIFB3	Bpifb3
BPIFB4	Bpifb4
BPIFA2	Bpifa2
BPIFA3	Bpifa3
BPIFA1	Bpifa1
BPIFB1	Bpifb1
CDK5RAP1	Cdk5rap1
SNTA1	Snta1
CBFA2T2	Cbfa2t2
NECAB3	Necab3
ACTL10	Actl10
E2F1	E2f1
PXMP4	Pxmp4
CHMP4B	Chmp4b
RALY	Raly
EIF2S2	Eif2s2
AHCY	Ahcy
ITCH	Itch
DYNLRB1	Dynlrb1
MAP1LC3A	Map1lc3a
PIGU	Pigu
NCOA6	Ncoa6
GGT7	Ggt7
ACSS2	Acss2
GSS	Gss
MYH7B	Myh7b
